AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
4133.717948,4145,4126.282051,4354.871795,4127.179487,4122.179487,4121.153846,4129.487179,4107.820513,4142.051282,4128.717948,4142.051282,4133.333333,4128.974359
4110.384615,4119.230769,4111.538461,4343.076923,4105.641025,4095.76923,4091.025641,4116.794872,4095.76923,4126.666666,4111.923077,4122.820513,4119.358974,4127.820513
4106.282051,4119.230769,4117.051282,4352.948718,4105.128205,4098.205128,4095.897436,4118.974359,4095.897436,4127.948718,4116.410256,4124.871795,4119.871795,4124.615384
4122.051282,4134.487179,4124.358974,4358.717949,4120.384615,4119.615384,4119.230769,4124.487179,4100.25641,4135.128205,4127.307692,4135.897436,4129.615384,4124.230769
4099.487179,4105.897436,4090.51282,4322.564103,4093.846154,4097.435897,4090.51282,4095.128205,4077.564102,4105.384615,4096.025641,4107.435897,4107.820513,4125
4092.948718,4101.025641,4094.615384,4329.871795,4089.743589,4086.153846,4081.923077,4095,4078.205128,4103.076923,4088.205128,4110.25641,4106.282051,4129.615384
4114.487179,4136.794872,4132.179487,4377.564103,4118.205128,4101.538461,4103.846154,4113.076923,4090.384615,4118.717948,4106.923077,4138.589743,4121.025641,4133.076923
4098.076923,4133.846154,4112.435897,4374.74359,4100.384615,4086.282051,4083.076923,4092.948718,4070.51282,4088.589743,4074.358974,4110.25641,4096.666666,4127.564102
4101.666666,4143.846154,4112.179487,4385.256411,4108.076923,4096.923077,4096.538461,4107.564102,4083.717948,4095.897436,4064.743589,4105.769231,4100.641025,4127.179487
4138.717949,4181.282051,4152.435897,4430,4153.717949,4133.205128,4138.974359,4139.358974,4109.487179,4133.461538,4103.589743,4149.102564,4133.333333,4130.769231
4123.846154,4159.102564,4133.333333,4414.358975,4136.282051,4118.076923,4117.435897,4113.205128,4083.717948,4104.615384,4086.282051,4134.615384,4110.641025,4126.153846
4104.102564,4131.410256,4112.307692,4387.564103,4113.974359,4104.102564,4100,4101.025641,4074.487179,4082.307692,4054.487179,4102.692307,4088.589743,4125.51282
4127.948718,4155.769231,4141.794872,4410,4143.461538,4124.358974,4125.897436,4131.025641,4100.897436,4114.743589,4078.076923,4117.948718,4114.871795,4125.384615
4119.871795,4151.666666,4136.410256,4404.102564,4138.333333,4116.282051,4119.230769,4124.743589,4095.25641,4111.153846,4082.820512,4114.615384,4114.102564,4124.615384
4101.538461,4129.615384,4116.025641,4383.717949,4120.25641,4109.615384,4110,4113.717948,4085.384615,4093.589743,4066.923077,4097.820512,4098.205128,4128.461538
4126.410256,4151.282051,4138.846154,4400.512821,4144.487179,4134.358974,4135.897436,4138.461538,4101.282051,4118.974359,4092.820512,4115.25641,4116.153846,4128.076923
4138.461538,4166.153846,4148.846154,4405.897436,4149.615384,4131.025641,4134.871795,4142.820513,4105.384615,4132.435897,4104.871795,4125.769231,4126.025641,4126.282051
4119.871795,4146.538461,4126.025641,4380.897436,4131.282051,4113.717948,4117.692307,4126.538461,4096.923077,4115.769231,4073.589743,4113.333333,4113.205128,4126.410256
4095.641025,4121.153846,4098.974359,4357.051282,4116.794872,4105.641025,4107.307692,4108.974359,4080.76923,4091.282051,4050.25641,4095.641025,4093.717948,4127.564102
4083.205128,4111.538461,4088.076923,4348.076923,4106.923077,4097.179487,4096.923077,4098.333333,4071.794871,4082.692307,4053.717948,4089.743589,4084.487179,4125.128205
4079.358974,4112.435897,4085.641025,4339.74359,4109.102564,4094.487179,4091.282051,4098.974359,4077.820512,4086.153846,4052.820512,4091.538461,4081.410256,4122.435897
4061.282051,4100.25641,4064.487179,4316.153846,4099.871795,4089.743589,4079.487179,4088.333333,4065.384615,4063.205128,4027.179487,4074.102564,4063.205128,4125.897436
4060.25641,4101.282051,4060.384615,4307.564103,4095.76923,4096.410256,4087.564102,4090.76923,4063.461538,4055.384615,4026.794871,4069.358974,4063.589743,4127.692307
4085.128205,4123.589743,4087.179487,4324.871795,4117.948718,4112.692307,4109.743589,4114.358974,4087.948718,4088.846154,4054.102564,4091.538461,4086.923077,4125.384615
4106.025641,4139.487179,4110.128205,4334.230769,4138.974359,4126.282051,4125.128205,4127.307692,4098.461538,4113.846154,4077.435897,4114.102564,4104.871795,4125.384615
4119.871795,4149.74359,4127.948718,4331.282051,4144.487179,4138.076923,4141.025641,4138.076923,4105.769231,4123.589743,4106.282051,4133.717948,4119.743589,4127.820513
4121.538461,4150.769231,4137.564102,4330,4143.461538,4130.641025,4136.923077,4143.461538,4114.358974,4128.461538,4119.230769,4141.923077,4122.435897,4127.564102
4106.666666,4136.538461,4128.974359,4318.333333,4130.384615,4104.615384,4109.487179,4124.871795,4099.102564,4115.25641,4102.948718,4134.487179,4108.205128,4123.205128
4085.641025,4111.025641,4111.153846,4285.25641,4101.153846,4083.333333,4084.230769,4098.846154,4073.333333,4087.179487,4082.564102,4117.948718,4093.589743,4122.435897
4070.51282,4087.179487,4094.743589,4254.358974,4079.487179,4076.282051,4071.666666,4086.794871,4062.692307,4060.641025,4066.282051,4100.128205,4080.25641,4125.384615
4055.51282,4069.743589,4072.564102,4231.410256,4065.897435,4067.820512,4060,4076.923077,4055.897435,4042.564102,4044.230769,4081.282051,4062.692307,4127.820513
4039.743589,4058.717948,4048.589743,4203.461538,4050,4053.846153,4049.102564,4065.25641,4047.692307,4035.128205,4029.743589,4066.025641,4053.589743,4127.435897
4025,4050,4029.230769,4174.358974,4034.487179,4041.410256,4038.846153,4060.128205,4043.974359,4029.487179,4022.179487,4054.487179,4049.230769,4124.743589
4034.871794,4061.153846,4035,4173.461538,4042.820512,4055.25641,4051.153846,4071.794871,4052.435897,4040.76923,4028.205128,4062.051282,4058.589743,4127.179487
4069.871795,4095,4070.25641,4199.230769,4074.743589,4087.564102,4083.717948,4095.25641,4072.692307,4074.102564,4058.076923,4087.435897,4084.358974,4130
4065,4090.76923,4073.589743,4192.179487,4075.51282,4083.333333,4071.794871,4085.641025,4064.487179,4070,4061.794871,4079.102564,4077.948718,4121.666666
4032.051282,4060.641025,4048.333333,4159.358974,4052.435897,4062.051282,4042.564102,4060,4039.871794,4038.205128,4041.923077,4050.51282,4054.743589,4113.076923
4026.923076,4055.897435,4044.871794,4146.153846,4048.076923,4064.487179,4048.974359,4059.230769,4036.025641,4032.307692,4041.794871,4047.179487,4053.461538,4127.179487
4036.538461,4061.025641,4054.871794,4145.25641,4056.538461,4071.794871,4059.615384,4065.897435,4041.153846,4037.564102,4053.846153,4057.051282,4059.615384,4138.461538
4033.589743,4057.564102,4055.51282,4136.025641,4053.076923,4066.538461,4054.743589,4062.820512,4042.051282,4034.358974,4057.307692,4058.717948,4060.641025,4120.384615
4032.820512,4059.615384,4052.820512,4122.564102,4051.282051,4066.794871,4060.25641,4070.641025,4050.25641,4042.051282,4058.717948,4060.25641,4069.871795,4121.538461
4041.153846,4061.025641,4047.820512,4107.948718,4056.025641,4075,4070,4088.076923,4064.487179,4053.846153,4057.179487,4063.461538,4075.897436,4143.461538
4019.615384,4035.25641,4017.948717,4074.615384,4029.487179,4055,4040.51282,4059.230769,4042.051282,4026.923076,4029.102564,4043.589743,4049.487179,4132.692307
3997.307692,4025.384615,4000.641025,4051.538461,4007.564102,4037.564102,4020.128205,4023.974358,4012.948717,4003.333333,4015.128205,4028.717948,4033.589743,4117.435897
4022.051282,4051.794871,4026.923076,4064.743589,4032.692307,4065.128205,4049.615384,4049.102564,4032.820512,4029.871794,4046.794871,4051.794871,4058.076923,4128.589743
4029.230769,4046.794871,4035.641025,4063.846153,4039.102564,4070.897436,4046.153846,4054.358974,4040,4034.615384,4048.076923,4055,4061.410256,4129.358974
3987.051282,4009.358974,4006.153846,4032.051282,4004.487179,4030.51282,3997.179487,4003.974358,3997.051282,3992.435897,4007.948717,4018.205128,4030.384615,4112.051282
3985.25641,4016.666666,4016.410256,4035.128205,4007.820512,4032.820512,4004.615384,4007.820512,3997.564102,3997.820512,4027.307692,4018.717948,4033.846153,4117.564102
4021.153846,4047.051282,4055.641025,4060.897435,4040.897435,4073.333333,4053.076923,4060,4045.51282,4042.051282,4082.435897,4052.307692,4065.128205,4137.307692
4018.205128,4042.179487,4050.25641,4052.692307,4040.897435,4075,4057.692307,4059.871794,4043.461538,4038.846153,4079.230769,4048.589743,4064.102564,4128.461538
3998.974358,4024.743589,4022.692307,4034.102564,4022.307692,4055.128205,4036.410256,4032.948717,4013.333333,4012.435897,4050.51282,4025.25641,4042.820512,4117.820513
3998.333333,4019.358974,4011.153846,4032.948717,4010.128205,4060.384615,4037.948718,4036.153846,4018.974358,4010.384615,4046.153846,4022.435897,4038.076923,4140.384615
3989.871794,4010.897435,4000.25641,4035.897435,4004.743589,4066.538461,4043.333333,4044.230769,4028.846153,4007.692307,4037.948718,4018.205128,4038.461538,4143.076923
3975.128205,3998.461538,3980.51282,4031.666666,3996.794871,4053.846153,4029.102564,4034.743589,4017.307692,3991.02564,4020,4001.794871,4029.102564,4119.615384
3987.435897,4006.538461,3979.487179,4040.641025,3998.974358,4058.589743,4030.76923,4036.025641,4018.333333,3995.641025,4025,4007.435897,4037.179487,4123.974359
3990.384615,4008.974358,3981.410256,4051.666666,4001.282051,4061.025641,4029.487179,4031.666666,4017.435897,3997.307692,4028.846153,4012.564102,4040.51282,4130.384615
3968.333333,3988.589743,3971.666666,4043.846153,3990.897435,4045.641025,4010,4017.948717,4006.538461,3981.923076,4023.461538,3998.333333,4024.615384,4124.615384
3967.179487,3985.25641,3975.76923,4039.871794,3990.25641,4051.282051,4015,4024.743589,4009.871794,3984.487179,4028.974358,3994.487179,4024.487179,4126.666666
3982.051282,3999.102564,3991.282051,4051.410256,4003.717948,4069.358974,4039.871794,4041.794871,4020.897435,3998.974358,4042.948718,4005.128205,4041.025641,4123.461538
3994.487179,4008.589743,4009.871794,4069.102564,4018.333333,4078.461538,4054.230769,4053.076923,4030.76923,4010.128205,4061.923077,4018.846153,4054.102564,4122.692307
4001.666666,4014.102564,4020.25641,4070,4024.743589,4083.333333,4055,4055.641025,4033.846153,4016.153846,4071.025641,4026.410256,4056.025641,4127.820513
3982.564102,3999.230769,3992.820512,4039.487179,4010.128205,4069.615384,4033.333333,4039.871794,4016.794871,3993.205128,4046.025641,4006.794871,4034.102564,4126.923077
3967.692307,3983.461538,3968.974358,4023.717948,3997.051282,4052.051282,4013.717948,4023.717948,4001.153846,3967.051281,4022.692307,3987.820512,4017.820512,4125.897436
3998.076923,4010.76923,3997.948717,4052.307692,4018.461538,4073.205128,4038.589743,4041.153846,4019.102564,3994.871794,4050,4016.538461,4043.717948,4127.307692
3990.897435,4007.948717,3993.974358,4044.230769,4016.794871,4075.51282,4038.076923,4036.282051,4013.461538,3998.589743,4050.384615,4018.205128,4039.743589,4125.641025
3952.692307,3971.538461,3959.230769,4011.153846,3989.358974,4048.589743,4009.358974,4016.282051,3992.179487,3965.641025,4021.666666,3984.102564,4009.230769,4123.974359
3976.282051,3992.307692,3985.25641,4034.615384,4001.666666,4056.153846,4024.743589,4037.948718,4011.025641,3983.589743,4047.435897,4002.564102,4029.743589,4124.230769
4009.871794,4028.717948,4021.923076,4065.25641,4021.153846,4072.179487,4044.615384,4050.384615,4024.487179,4009.615384,4081.923077,4034.743589,4053.076923,4125.384615
4002.179487,4022.179487,4017.564102,4057.307692,4013.846153,4068.717948,4036.025641,4036.282051,4012.051282,3997.948717,4075,4026.794871,4041.153846,4126.410256
3997.820512,4014.615384,4016.410256,4052.948718,4009.871794,4068.461538,4032.307692,4036.153846,4010.641025,3992.564102,4066.153846,4021.282051,4037.564102,4125.25641
4005.51282,4022.435897,4026.538461,4057.564102,4009.743589,4068.589743,4035.51282,4046.923077,4021.794871,3999.999999,4075,4033.205128,4046.666666,4123.333333
4004.230769,4019.102564,4023.589743,4052.820512,4006.025641,4065.641025,4034.358974,4049.743589,4025.897435,4002.179487,4079.487179,4034.871794,4046.538461,4123.717948
3992.435897,4001.666666,4007.820512,4046.153846,4002.051282,4058.974359,4021.666666,4034.230769,4012.051282,3991.666666,4064.871794,4020.641025,4036.666666,4125.769231
3970.897435,3982.051282,3982.564102,4031.410256,3984.487179,4041.794871,3995.51282,4012.051282,3993.974358,3966.153846,4033.205128,3995.76923,4017.307692,4124.615384
3968.974358,3985.76923,3980.641025,4029.871794,3983.333333,4043.589743,4000.641025,4022.051282,4004.358974,3967.051281,4029.871794,3992.307692,4016.410256,4121.025641
3976.794871,3993.974358,3988.846153,4039.871794,3997.435897,4053.076923,4015.51282,4028.205128,4012.692307,3980.25641,4045.897435,4001.282051,4026.153846,4120.384615
3958.589743,3973.846153,3971.02564,4028.461538,3984.615384,4034.230769,3990.51282,3992.051282,3986.410256,3956.538461,4028.846153,3980.897435,4007.051282,4121.923077
3966.794871,3977.820512,3981.923076,4034.871794,3983.846153,4039.230769,3992.435897,3997.820512,3988.974358,3961.410256,4036.025641,3985.384615,4011.153846,4124.230769
3966.794871,3977.820512,3981.923076,4034.871794,3983.846153,4039.230769,3992.435897,3997.820512,3988.974358,3961.410256,4036.025641,3985.384615,4011.153846,4124.230769
4001.666666,4006.794871,4020.51282,4063.974359,4010.641025,4067.051282,4027.307692,4040.384615,4019.615384,4005,4079.102564,4024.230769,4048.076923,4123.974359
4004.487179,4007.948717,4025.51282,4071.794871,4013.461538,4061.538461,4026.025641,4035.51282,4021.282051,4013.461538,4091.794871,4031.666666,4054.615384,4122.435897
3992.692307,3996.538461,4013.589743,4064.743589,3996.538461,4048.846153,4011.794871,4017.179487,4013.076923,4000.641025,4082.564102,4017.564102,4041.025641,4124.102564
3989.999999,3994.743589,4013.461538,4065.51282,3991.410256,4056.794871,4023.076923,4029.871794,4017.692307,4002.692307,4081.410256,4016.923076,4040.897435,4124.102564
3984.615384,3987.051282,4006.025641,4066.153846,3985.51282,4055.384615,4027.307692,4037.051282,4017.307692,3998.717948,4070.76923,4012.948717,4040.25641,4122.692307
3981.153846,3982.692307,3997.692307,4066.025641,3978.076923,4048.205128,4020.76923,4031.282051,4016.282051,3993.333333,4052.051282,4008.333333,4035,4123.589743
3980.51282,3987.564102,3998.974358,4071.410256,3981.02564,4054.102564,4023.333333,4034.230769,4021.025641,3992.564102,4044.743589,4013.205128,4030.897435,4125.51282
3967.948717,3978.974358,3985.25641,4069.358974,3976.923076,4046.025641,4010.897435,4023.974358,4007.435897,3974.102564,4034.615384,4005,4015.641025,4124.743589
3955.25641,3964.743589,3962.820512,4063.589743,3964.999999,4028.461538,3988.461538,3996.02564,3983.333333,3949.871794,4016.538461,3989.743589,3998.589743,4122.435897
3965.51282,3976.153846,3971.410256,4074.230769,3976.02564,4040.641025,3999.743589,3997.692307,3988.205128,3956.794871,4019.358974,3999.871794,4005.76923,4124.487179
3975.51282,3990.128205,3993.076923,4087.051282,3994.358974,4052.692307,4014.102564,4014.615384,4004.230769,3975.128205,4035.76923,4017.692307,4017.692307,4125.641025
3957.435897,3973.589743,3982.564102,4070.384615,3978.076923,4032.051282,3991.282051,3999.871794,3994.230769,3961.794871,4022.948717,4002.435897,4002.948717,4123.589743
3950.897435,3969.358974,3976.153846,4053.589743,3963.717948,4030.384615,3986.923076,3991.666666,3986.923076,3949.615384,4008.076923,3988.076923,3993.974358,4123.717948
3982.948717,4000.76923,4009.358974,4070,3988.589743,4062.435897,4021.666666,4021.410256,4009.743589,3978.589743,4037.820512,4016.025641,4021.666666,4125.897436
3997.179487,4013.717948,4023.846153,4071.282051,4003.076923,4068.717948,4030.25641,4032.564102,4020.51282,3997.820512,4056.538461,4033.461538,4037.564102,4125.128205
3981.282051,4000.641025,4003.974358,4047.948718,3988.974358,4054.230769,4013.974358,4015.897435,4006.538461,3983.974358,4035.897435,4016.666666,4023.717948,4122.435897
3977.820512,3999.358974,3997.051282,4033.974358,3983.974358,4053.974359,4011.282051,4011.666666,4000.641025,3976.282051,4021.923076,4009.743589,4016.666666,4123.589743
3982.820512,4002.692307,4001.02564,4023.974358,3983.589743,4049.615384,4010.384615,4015.128205,4005.25641,3980.25641,4023.205128,4016.666666,4020.25641,4124.743589
3977.948717,3996.794871,3997.179487,4011.410256,3977.051282,4038.846153,4005.641025,4015.128205,4007.692307,3983.076923,4024.743589,4016.025641,4020.384615,4123.205128
3967.948717,3995.897435,3993.461538,4002.692307,3974.230769,4034.358974,3998.589743,4005,4000.384615,3978.205128,4021.025641,4008.205128,4013.461538,4122.307692
3973.846153,4010.384615,3999.487179,4003.717948,3985.76923,4040.51282,4003.076923,4002.564102,3998.333333,3980.25641,4023.974358,4011.025641,4013.076923,4122.051282
3992.179487,4027.948717,4010.25641,4007.820512,4001.282051,4053.974359,4024.615384,4021.410256,4011.410256,3995.76923,4036.923077,4023.846153,4024.358974,4121.538461
3990.641025,4022.820512,4005.641025,3998.974358,3995.51282,4052.307692,4025.25641,4025.384615,4012.820512,3994.230769,4035.128205,4018.589743,4022.051282,4124.102564
3982.435897,4013.846153,4001.538461,3990.76923,3986.923076,4045,4012.692307,4014.743589,4003.205128,3982.179487,4027.564102,4007.179487,4014.230769,4124.743589
3985.897435,4018.205128,4009.102564,3992.179487,3990.25641,4044.871794,4012.307692,4016.282051,4004.487179,3983.974358,4032.820512,4009.871794,4021.410256,4123.205128
3979.487179,4016.794871,4003.846153,3985.51282,3982.692307,4035.51282,4003.717948,4013.589743,4003.205128,3982.948717,4031.153846,4008.461538,4022.307692,4124.487179
3972.564102,4012.692307,3992.820512,3979.358974,3973.974358,4031.666666,3998.717948,4006.025641,3996.02564,3976.538461,4025.25641,4004.871794,4015,4122.564102
3984.358974,4015.76923,3997.564102,3987.820512,3982.435897,4049.230769,4020,4021.794871,4008.461538,3985.897435,4033.333333,4014.230769,4020.897435,4122.051282
3994.999999,4017.692307,4007.948717,3998.461538,3990.641025,4055.76923,4030.128205,4033.205128,4021.666666,4002.307692,4042.564102,4027.179487,4033.205128,4123.076923
3984.358974,4006.282051,3999.615384,3993.846153,3981.666666,4031.794871,4003.589743,4010,4003.846153,3995.25641,4033.333333,4021.538461,4029.487179,4120.51282
3963.717948,3985.76923,3977.179487,3975.897435,3966.538461,4017.948717,3983.461538,3986.538461,3979.999999,3969.999999,4007.948717,3994.358974,4007.435897,4121.794872
3963.846153,3985.25641,3976.153846,3971.153846,3965.76923,4031.153846,3992.692307,3992.051282,3984.615384,3969.999999,4005.25641,3983.076923,4004.230769,4123.461538
3984.871794,4003.589743,3998.974358,3986.538461,3978.333333,4032.820512,4001.794871,4007.051282,3998.846153,3994.871794,4031.410256,4002.179487,4027.051282,4119.871795
4002.051282,4014.871794,4019.102564,4000.51282,3992.179487,4031.282051,4010.51282,4016.794871,4005.51282,4006.538461,4045.897435,4018.589743,4038.717948,4118.974359
3996.538461,4009.871794,4013.461538,3993.846153,3990.76923,4040.897435,4016.794871,4014.743589,4002.692307,3998.076923,4031.153846,4006.538461,4027.564102,4122.307692
3982.307692,4003.589743,3994.358974,3978.333333,3979.102564,4040.25641,4007.564102,4005.641025,3996.410256,3989.487179,4016.025641,3989.487179,4015.76923,4124.487179
3988.974358,4013.076923,3999.871794,3982.820512,3991.282051,4039.871794,4012.435897,4018.589743,4007.179487,3997.435897,4026.923076,3998.846153,4024.102564,4124.743589
4008.205128,4028.076923,4020.76923,3998.076923,4014.615384,4057.051282,4032.948717,4041.025641,4023.717948,4012.692307,4042.051282,4017.692307,4038.076923,4125.641025
4004.871794,4023.333333,4016.410256,3990.897435,4008.589743,4056.923077,4026.410256,4037.820512,4021.025641,4011.410256,4035.897435,4011.153846,4034.102564,4126.666666
3983.974358,4004.358974,3999.743589,3972.692307,3990.641025,4034.743589,4006.794871,4022.692307,4008.589743,3996.282051,4019.358974,3992.307692,4018.974358,4121.025641
3976.794871,3995.51282,3996.282051,3966.794871,3987.564102,4027.435897,4004.615384,4011.538461,3997.051282,3985.128205,4011.153846,3985.897435,4012.051282,4118.461538
3980.128205,3994.487179,3997.307692,3964.487179,3985.25641,4029.102564,3999.615384,4003.717948,3990.641025,3981.794871,4012.564102,3986.153846,4011.282051,4121.153846
3991.282051,4003.717948,4014.102564,3974.102564,3993.974358,4037.564102,4006.282051,4018.717948,4005.51282,4000.25641,4030.128205,4003.333333,4024.358974,4109.743589
3999.230769,4012.692307,4031.153846,3984.358974,4004.615384,4046.794871,4023.974358,4035.51282,4020.128205,4018.589743,4044.487179,4021.282051,4039.358974,4111.025641
3978.846153,3994.615384,4010.51282,3962.307692,3984.615384,4030.51282,4007.948717,4014.615384,4002.820512,3997.179487,4028.333333,4000.51282,4023.076923,4127.307692
3967.179487,3984.358974,3996.666666,3946.02564,3968.076922,4015.384615,3988.589743,3995.128205,3988.461538,3979.999999,4019.230769,3982.307692,4010.897435,4122.179487
3991.410256,4004.743589,4017.948717,3967.564102,3986.666666,4026.410256,4002.307692,4008.846153,4000.51282,4000.51282,4037.307692,4005.641025,4030.25641,4119.871795
4010.641025,4018.333333,4031.538461,3982.179487,4005.76923,4037.564102,4016.282051,4026.282051,4014.487179,4020.76923,4049.102564,4027.435897,4043.461538,4124.871795
4015.384615,4020.128205,4032.307692,3980.384615,4011.538461,4042.820512,4021.410256,4033.589743,4017.948717,4029.358974,4051.666666,4029.615384,4046.794871,4121.410256
4017.948717,4020.76923,4029.743589,3983.846153,4012.435897,4045.51282,4021.666666,4028.205128,4008.333333,4026.282051,4047.179487,4024.358974,4044.743589,4122.692307
3997.820512,4003.333333,4005.897435,3977.179487,3995.641025,4030.25641,4004.102564,4004.743589,3990.384615,3999.230769,4018.333333,4005.384615,4021.923076,4122.692307
3987.051282,3995.25641,3999.999999,3978.717948,3990.897435,4024.871794,3998.974358,3999.871794,3993.589743,3992.948717,4008.974358,4001.666666,4015.25641,4121.153846
3992.435897,3998.589743,4010.51282,3989.871794,3994.102564,4025.76923,3997.564102,4000.51282,3992.564102,4000.51282,4013.846153,4002.564102,4020.384615,4121.794872
3980.76923,3987.435897,4000.897435,3989.871794,3977.307692,4011.282051,3982.051282,3990.76923,3977.820512,3984.615384,3997.820512,3987.564102,4008.205128,4121.282051
3986.02564,3997.435897,4007.435897,4004.871794,3984.230769,4022.435897,4003.205128,4013.333333,3996.282051,3997.564102,4009.871794,4000.128205,4019.743589,4122.564102
4001.666666,4012.820512,4023.076923,4026.282051,4000.384615,4036.025641,4022.948717,4027.179487,4012.051282,4021.153846,4036.794871,4016.794871,4036.282051,4123.205128
3984.230769,3987.564102,4009.230769,4020.76923,3976.538461,4009.358974,3991.153846,3999.487179,3991.794871,4001.538461,4024.615384,3998.333333,4019.230769,4119.743589
3985.51282,3983.333333,4014.487179,4027.692307,3974.102564,4011.282051,3993.333333,4008.076923,3999.871794,4004.743589,4026.538461,4005,4023.205128,4119.358974
4011.538461,4008.974358,4035.76923,4049.230769,4003.974358,4040.25641,4029.358974,4036.153846,4019.487179,4032.692307,4048.589743,4026.410256,4045.128205,4124.615384
3995.128205,3989.871794,4012.692307,4036.282051,3986.153846,4017.435897,4003.461538,4002.564102,3989.999999,4004.743589,4028.974358,3999.230769,4024.487179,4123.461538
3979.743589,3973.333333,4004.358974,4033.076923,3967.820512,3994.358974,3976.02564,3981.02564,3976.794871,3981.794871,4018.461538,3988.461538,4013.974358,4119.358974
4005.51282,4001.923076,4038.333333,4063.589743,3995.897435,4022.564102,4007.307692,4017.179487,4006.282051,4012.692307,4044.743589,4021.794871,4039.743589,4120.384615
4008.205128,4005.76923,4036.794871,4068.846153,3997.820512,4034.102564,4019.615384,4025.384615,4007.435897,4016.666666,4035.641025,4021.153846,4032.820512,4120.769231
3989.102564,3988.205128,4014.102564,4056.794871,3980.51282,4017.307692,3998.461538,4003.333333,3989.230769,3993.205128,4008.717948,3996.410256,4006.794871,4119.743589
3988.717948,3994.615384,4015.128205,4065,3988.974358,4016.538461,3991.538461,3998.205128,3986.923076,3989.358974,4006.410256,3995.384615,4005.384615,4118.846154
3987.051282,3997.564102,4014.102564,4078.717948,3991.794871,4023.461538,3995.384615,3999.999999,3987.820512,3990.641025,4001.794871,4000.641025,4008.076923,4118.333333
3973.333333,3978.333333,3999.358974,4085.641025,3973.974358,4014.358974,3990.51282,3994.615384,3985.25641,3983.205128,3989.358974,3996.666666,3999.615384,4119.230769
3979.743589,3978.717948,4004.615384,4108.461538,3974.871794,4010.76923,3990.25641,4004.230769,3995.51282,3991.666666,4001.666666,4007.948717,4007.948717,4120.641025
4001.538461,4000.641025,4020.128205,4136.538461,3992.564102,4023.974358,4000.897435,4021.410256,4009.871794,4011.923076,4021.666666,4028.974358,4027.692307,4121.153846
3991.410256,3995.641025,4006.666666,4135.641025,3986.538461,4019.102564,3993.461538,4008.333333,4000.25641,4004.102564,4008.846153,4020.128205,4018.589743,4118.333333
3977.435897,3982.179487,3996.282051,4131.410256,3973.589743,4006.923076,3985.25641,3995.897435,3989.102564,3989.871794,3998.205128,4006.410256,4008.333333,4118.589743
4003.846153,4000.76923,4021.282051,4151.410256,3989.999999,4025.897435,4007.307692,4014.615384,4000.128205,4006.538461,4025.128205,4025.384615,4029.102564,4123.717948
4028.589743,4021.410256,4043.461538,4165,4013.076923,4044.615384,4025.25641,4026.666666,4009.487179,4022.948717,4043.846153,4043.974359,4043.974359,4120.51282
4029.743589,4019.358974,4044.743589,4164.102564,4018.333333,4039.871794,4020.384615,4025.384615,4009.615384,4018.076923,4035.641025,4046.538461,4038.717948,4118.846154
4022.692307,4012.820512,4037.307692,4157.820513,4014.358974,4033.205128,4015.641025,4025.25641,4006.025641,4006.153846,4022.820512,4043.205128,4031.153846,4124.358974
4015.641025,4011.923076,4027.051282,4144.487179,4012.564102,4034.487179,4020.128205,4019.102564,3996.282051,3995.384615,4013.974358,4033.461538,4026.282051,4122.051282
4011.410256,4009.871794,4018.589743,4135.641025,4012.051282,4035.897435,4020.51282,4014.230769,3994.230769,3989.102564,4007.307692,4026.025641,4023.205128,4118.717948
4010.897435,4009.358974,4012.948717,4133.589743,4012.051282,4036.410256,4017.435897,4021.666666,4006.666666,3996.153846,4005,4026.282051,4025.51282,4119.871795
4022.820512,4027.179487,4023.076923,4143.717949,4026.666666,4045.897435,4031.153846,4037.948718,4021.538461,4023.974358,4025.76923,4042.435897,4043.076923,4120.25641
4038.461538,4048.076923,4039.615384,4157.948718,4040.641025,4054.871794,4047.179487,4047.948718,4028.076923,4046.794871,4049.743589,4060.641025,4058.461538,4120.128205
4021.794871,4026.666666,4018.333333,4140.384615,4018.461538,4034.230769,4022.307692,4027.692307,4012.692307,4028.589743,4025.897435,4043.974359,4039.358974,4119.102564
3994.999999,3993.589743,3988.974358,4117.179487,3991.923076,4015.384615,3996.538461,4001.538461,3992.564102,4006.153846,3997.307692,4020.128205,4018.846153,4120
4018.461538,4009.102564,4013.846153,4141.923077,4007.051282,4034.102564,4020.128205,4018.333333,4006.794871,4031.666666,4028.205128,4045.128205,4043.076923,4124.358974
4038.717948,4025.51282,4036.666666,4168.846154,4016.538461,4035.76923,4026.538461,4032.564102,4018.076923,4050.384615,4053.717948,4064.743589,4057.692307,4125.25641
4015.897435,4010.641025,4019.487179,4163.076923,3999.999999,4017.179487,4003.205128,4014.743589,4001.794871,4030.128205,4033.846153,4047.948718,4038.333333,4121.025641
4021.794871,4018.333333,4027.179487,4173.589743,4010.897435,4034.102564,4019.487179,4026.666666,4009.871794,4037.692307,4041.538461,4060.25641,4045.641025,4119.230769
4050.51282,4042.948718,4051.666666,4198.589743,4032.179487,4055.641025,4046.153846,4052.179487,4028.076923,4057.307692,4068.974359,4085.641025,4066.666666,4120.897436
4052.820512,4048.205128,4053.717948,4205.128205,4033.974358,4051.153846,4045,4049.871794,4024.487179,4046.666666,4065.641025,4087.051282,4063.717948,4121.666666
