T7,P7,O1,O2,P8
4057.307692,4039.487179,4028.461538,4052.179487,4074.487179
4056.538461,4039.871794,4025.641025,4044.615384,4063.589743
4052.051282,4041.923077,4019.871794,4042.948718,4062.435897
4051.410256,4033.717948,4012.564102,4039.358974,4063.461538
4053.076923,4036.538461,4020.51282,4033.589743,4054.615384
4054.102564,4048.461538,4032.820512,4041.025641,4058.076923
4059.743589,4049.102564,4035.897435,4055.51282,4071.153846
4068.974359,4052.307692,4044.487179,4058.589743,4072.435897
4075.76923,4065.51282,4059.487179,4063.974359,4077.820512
4072.307692,4063.333333,4058.589743,4073.589743,4086.666666
4060.25641,4045.76923,4039.871794,4062.307692,4073.717948
4051.666666,4044.102564,4033.717948,4045.76923,4058.333333
4047.564102,4046.282051,4032.820512,4041.153846,4059.102564
4053.974359,4043.076923,4035.25641,4049.743589,4067.948718
4067.307692,4050.25641,4047.692307,4066.538461,4078.461538
4069.615384,4056.410256,4050.76923,4071.282051,4082.179487
4076.923077,4064.230769,4057.051282,4069.871795,4082.820512
4092.692307,4076.666666,4068.076923,4076.538461,4087.179487
4085.76923,4068.205128,4054.871794,4069.871795,4082.948718
4067.179487,4052.307692,4038.589743,4050.897435,4071.410256
4065.384615,4054.230769,4042.564102,4046.410256,4063.589743
4066.282051,4055.25641,4043.461538,4050.25641,4061.538461
4068.461538,4053.846153,4046.025641,4055.51282,4068.589743
4083.589743,4068.333333,4068.076923,4070.25641,4081.282051
4087.692307,4075.641025,4072.564102,4074.487179,4078.205128
4070.76923,4062.435897,4051.153846,4060.641025,4064.102564
4062.179487,4055.51282,4041.923077,4057.948718,4066.666666
4075.384615,4069.230769,4059.487179,4070.128205,4082.820512
4086.153846,4080.128205,4074.615384,4078.205128,4091.666666
4083.589743,4076.153846,4071.538461,4080.384615,4090.76923
4079.102564,4073.589743,4066.025641,4076.923077,4085.641025
4076.923077,4066.794871,4057.435897,4066.282051,4076.666666
4080.128205,4054.871794,4048.461538,4058.974359,4074.487179
4091.282051,4066.282051,4062.948718,4070.25641,4084.871795
4096.794871,4082.435897,4079.487179,4080.897436,4088.076923
4092.179487,4078.205128,4073.974359,4078.076923,4085.641025
4093.717948,4076.538461,4071.282051,4076.282051,4088.076923
4102.692307,4089.871795,4086.923077,4083.846154,4091.410256
4108.333333,4101.410256,4101.666666,4101.153846,4101.794871
4111.794872,4107.948718,4104.230769,4107.051282,4103.974359
4108.461538,4098.589743,4089.358974,4086.923077,4084.230769
4102.051282,4082.948718,4077.692307,4071.282051,4079.230769
4098.974359,4082.435897,4081.025641,4077.692307,4090.25641
4095.897436,4081.153846,4073.717948,4078.333333,4086.923077
4096.666666,4076.153846,4066.538461,4076.923077,4090.76923
4098.846154,4081.794871,4076.794871,4088.974359,4104.230769
4093.205128,4086.410256,4082.564102,4091.666666,4102.051282
4087.692307,4083.974359,4079.487179,4087.307692,4098.974359
4093.461538,4086.282051,4085.25641,4088.974359,4099.487179
4105.25641,4101.923077,4103.846154,4101.025641,4105.25641
4106.410256,4106.025641,4109.358974,4112.948718,4116.282051
4092.564102,4079.358974,4083.333333,4093.589743,4103.333333
4091.153846,4065.51282,4064.230769,4070.897436,4085.897436
4109.487179,4090.128205,4084.358974,4087.051282,4098.589743
4113.461538,4099.871795,4097.692307,4100.128205,4108.076923
4113.717948,4090.641025,4096.794871,4096.666666,4104.230769
4129.358974,4102.307692,4110.384615,4108.333333,4112.179487
4133.717948,4112.307692,4115.25641,4113.461538,4117.820513
4127.564102,4106.666666,4108.846154,4105.384615,4114.230769
4133.205128,4105.51282,4108.974359,4105.897436,4114.102564
4141.538461,4112.051282,4114.615384,4111.794872,4118.333333
4131.025641,4106.153846,4108.333333,4103.461538,4113.333333
4111.025641,4087.179487,4089.487179,4085,4094.230769
4113.076923,4087.179487,4088.717948,4084.102564,4090.25641
4124.487179,4101.153846,4101.153846,4096.410256,4101.923077
4106.794872,4091.153846,4088.974359,4088.589743,4092.307692
4088.076923,4076.794871,4074.358974,4075.76923,4078.846154
4106.923077,4095.641025,4095.128205,4093.717948,4096.410256
4118.333333,4103.717948,4104.102564,4106.282051,4110
4109.615384,4089.487179,4093.717948,4103.589743,4107.948718
4112.948718,4095,4100.897436,4105.51282,4112.435897
4117.820513,4102.307692,4101.025641,4097.692307,4108.205128
4113.589743,4090,4084.743589,4087.307692,4098.717948
4106.923077,4076.666666,4076.923077,4082.051282,4096.025641
4107.435897,4084.871795,4088.076923,4082.692307,4096.538461
4115.128205,4097.564102,4099.487179,4093.333333,4102.307692
4120.128205,4099.358974,4105.769231,4109.871795,4112.307692
4119.102564,4096.794871,4106.410256,4110.641025,4115.25641
4119.615384,4095.51282,4100.384615,4096.794871,4103.461538
4130.769231,4106.410256,4108.974359,4106.282051,4105.769231
4137.948718,4113.974359,4116.538461,4120.25641,4122.948718
4128.461538,4107.179487,4102.564102,4102.564102,4117.051282
4122.948718,4097.564102,4092.179487,4086.923077,4098.461538
4137.820513,4104.487179,4103.205128,4102.820513,4107.820513
4140.128205,4112.820513,4104.871795,4106.410256,4116.794872
4124.871795,4105.128205,4094.615384,4092.948718,4104.358974
4125.25641,4103.205128,4101.666666,4102.692307,4106.025641
4132.435897,4110.897436,4111.282051,4115.769231,4113.461538
4134.743589,4116.410256,4115.641025,4115.769231,4112.179487
4131.794872,4113.076923,4119.743589,4117.179487,4115.897436
4116.410256,4100.128205,4108.846154,4109.358974,4106.538461
4108.589743,4088.974359,4092.435897,4097.051282,4089.487179
4128.974359,4100.51282,4103.076923,4103.974359,4099.230769
4142.307692,4118.589743,4118.333333,4113.333333,4113.846154
4130.384615,4107.948718,4102.564102,4099.743589,4100
4129.102564,4093.589743,4088.076923,4088.846154,4087.820512
4139.230769,4101.794871,4097.307692,4096.923077,4093.461538
4136.538461,4109.615384,4104.358974,4102.179487,4094.871795
4129.871795,4104.743589,4103.076923,4108.461538,4101.282051
4133.205128,4109.358974,4112.179487,4117.051282,4114.102564
4131.666666,4117.948718,4118.717948,4112.692307,4109.615384
4120.897436,4115.128205,4117.179487,4113.205128,4103.974359
4122.179487,4110.128205,4120,4125.25641,4111.666666
4131.153846,4108.846154,4117.820513,4122.948718,4112.435897
4127.435897,4107.692307,4110.51282,4112.051282,4103.461538
4126.410256,4113.461538,4115.128205,4116.410256,4105.51282
4132.564102,4117.051282,4119.871795,4119.487179,4109.871795
4130,4105,4108.974359,4112.820513,4106.538461
4131.282051,4101.794871,4107.051282,4115.897436,4110.641025
4136.282051,4112.435897,4113.589743,4114.871795,4114.358974
4123.717948,4108.076923,4103.461538,4102.820513,4104.102564
4107.435897,4091.794871,4094.358974,4102.179487,4102.179487
4106.794872,4091.666666,4101.794871,4114.871795,4114.615384
4111.282051,4106.666666,4112.307692,4116.025641,4112.435897
4118.461538,4114.230769,4118.717948,4108.846154,4102.307692
4119.871795,4102.435897,4114.743589,4110.128205,4108.589743
4108.589743,4087.948718,4101.410256,4107.435897,4108.846154
4107.948718,4094.615384,4096.923077,4095,4093.461538
4116.538461,4104.743589,4100.897436,4088.461538,4089.743589
4120,4106.666666,4103.846154,4096.153846,4099.358974
4122.179487,4105.128205,4103.333333,4105.769231,4108.205128
4123.846154,4102.948718,4100,4108.205128,4115.51282
4126.410256,4110.641025,4108.076923,4116.410256,4123.333333
4128.076923,4116.538461,4121.666666,4121.410256,4127.179487
4128.076923,4116.538461,4121.666666,4121.410256,4127.179487
4119.230769,4107.692307,4111.538461,4108.205128,4117.435897
4116.282051,4107.179487,4103.461538,4105.128205,4115.25641
4131.923077,4127.692307,4125,4126.282051,4133.205128
4133.076923,4131.666666,4130.25641,4137.564102,4146.538461
4125.51282,4120.384615,4118.205128,4127.435897,4143.205128
4127.564102,4120.25641,4123.589743,4120.769231,4136.153846
4116.794872,4115.51282,4123.589743,4120.51282,4132.307692
4112.179487,4115.769231,4120.641025,4126.794872,4138.589743
4134.487179,4139.230769,4142.692307,4141.538461,4149.871795
4140.384615,4139.102564,4141.666666,4136.666666,4142.307692
4129.358974,4114.230769,4112.435897,4112.692307,4125
4139.230769,4127.179487,4120.128205,4110.641025,4126.794872
4145.25641,4141.794872,4131.538461,4120.769231,4137.051282
4134.230769,4120.769231,4112.435897,4109.358974,4133.333333
4143.076923,4125.51282,4121.538461,4108.974359,4133.717948
4150.897436,4143.846154,4140.769231,4123.717948,4142.820513
4137.179487,4128.333333,4126.923077,4124.358974,4144.358974
4136.025641,4120.128205,4125.384615,4126.923077,4149.358974
4137.307692,4133.846154,4140.769231,4135.769231,4157.051282
4126.794872,4137.948718,4142.564102,4138.205128,4156.666666
4120,4128.974359,4133.717948,4129.871795,4147.692307
4124.615384,4123.076923,4127.435897,4124.102564,4142.692307
4138.974359,4134.487179,4134.230769,4130.384615,4145.897436
4155.51282,4153.076923,4148.076923,4136.923077,4149.871795
4158.717949,4147.435897,4142.051282,4128.205128,4146.282051
4154.102564,4133.974359,4130.384615,4124.487179,4141.923077
4156.538461,4139.615384,4133.589743,4131.282051,4147.692307
4153.461538,4139.230769,4132.948718,4131.282051,4155.641025
4151.538461,4135,4133.333333,4134.871795,4160.25641
4157.307692,4142.179487,4141.794872,4136.410256,4160.25641
4155,4142.179487,4143.461538,4134.743589,4160.128205
4148.076923,4132.051282,4140.128205,4146.923077,4169.487179
4150.769231,4137.820513,4148.717949,4158.205128,4176.410256
4157.948718,4150.897436,4161.025641,4151.410256,4171.282051
4151.538461,4144.74359,4156.538461,4144.871795,4164.358974
4144.615384,4140.384615,4147.307692,4146.025641,4161.153846
4148.461538,4145.641025,4146.666666,4138.461538,4155.769231
4155.25641,4148.333333,4149.358974,4135.128205,4151.282051
4158.974359,4146.666666,4146.794872,4142.179487,4150.384615
4155.769231,4143.846154,4145,4144.487179,4152.692307
4150.128205,4143.589743,4146.666666,4145.128205,4158.717949
4153.205128,4148.333333,4152.051282,4156.666666,4166.923077
4163.333333,4152.692307,4153.076923,4165.51282,4174.871795
4162.051282,4147.179487,4141.538461,4155.897436,4175.769231
4148.589743,4138.717949,4132.564102,4145.25641,4168.076923
